Time (s),q0,q1,q2,q3
4903.026,-0.0083215193224,0.99770990534,-0.014256017697,-0.065593163279
4903.0815,-0.0034434009824,0.99788575433,-0.015037116772,-0.063135167869
4903.137,0.0049570065587,0.99819268401,-0.01415712138,-0.058192521775
4903.1925,0.0085974642549,0.99861123311,-0.011544608971,-0.050679490074
4903.2475,0.013325057302,0.99886342895,-0.0087549980549,-0.044918183003
4903.303,0.017462957864,0.99890758254,-0.005095360505,-0.043043279972
4903.3585,0.019247654797,0.99887780031,-0.0012854531783,-0.043255236062
4903.414,0.018185419651,0.99890075851,0.002164109496,-0.043149528299
4903.4695,0.015202552976,0.99895050592,0.0050061467987,-0.042915120909
4903.5245,0.010847269852,0.99901669035,0.0071607514794,-0.042387648863
4903.58,0.0070115189427,0.9989631568,0.0088179804079,-0.044110012276
4903.6355,0.0042147774098,0.99888828751,0.0097781605947,-0.045921806455
4903.691,-0.00012681333375,0.99872168923,0.010608235685,-0.049421015013
4903.7465,-0.0047385188871,0.99864127566,0.010795963929,-0.050760182815
4903.8015,-0.0072313236256,0.99852900433,0.010138453357,-0.05277070429
4903.857,-0.0091287935686,0.99832935956,0.0090579946225,-0.056330344441
4903.9125,-0.011858119309,0.99805047287,0.0074149851606,-0.060824802555
4903.968,-0.013475875873,0.99774364995,0.0062782023107,-0.065472085146
4904.0235,-0.014925895361,0.99733782855,0.00572572984,-0.071145550916
4904.0785,-0.017878216691,0.9969701534,0.0054022599509,-0.075509590086
4904.134,-0.018355457171,0.99688328959,0.0053659567047,-0.076537511344
4904.1895,-0.019994986112,0.9971430021,0.006328244747,-0.072567122107
4904.245,-0.027067890659,0.99725885148,0.007469780352,-0.068456663877
4904.3005,-0.040661588568,0.99739538958,0.009073345439,-0.058879083461
4904.3555,-0.052252268116,0.99748220049,0.0094564964615,-0.047005689663
4904.411,-0.06262606272,0.99727396458,0.0069596029451,-0.038395048724
4904.4665,-0.062593328534,0.99742602366,0.0035084471197,-0.034800766425
4904.522,-0.052938528057,0.9981256103,0.000044683442227,-0.030704662715
4904.5775,-0.044954392162,0.99830200671,-0.004542689224,-0.036763704847
4904.6325,-0.047078429916,0.99781276487,-0.009477531071,-0.04542558858
4904.688,-0.04675178612,0.9970801659,-0.012262780145,-0.059118842083
4904.7435,-0.040739342712,0.9963796286,-0.014717627448,-0.073152806509
4904.799,-0.031640478321,0.99610928689,-0.018288488888,-0.080191644657
4904.8545,-0.02087591063,0.99611808575,-0.021181052331,-0.082851183557
4904.9095,-0.0039531475712,0.99649101826,-0.022591829983,-0.080496163716
4904.965,0.017863432885,0.99695142684,-0.021162349097,-0.072944535623
4905.0205,0.032686801965,0.99746950818,-0.016061589096,-0.061058812448
4905.076,0.033816848642,0.9968971826,-0.013234220833,-0.069837550525
4905.1315,0.02269593623,0.99736297581,-0.011035390249,-0.068045639937
4905.1865,0.022715568586,0.99732998928,-0.010460689526,-0.068611000615
4905.242,0.020103660727,0.99719235835,-0.0070314603458,-0.07178998422
4905.2975,0.0086325199615,0.99735574303,-0.0058785640469,-0.071919704738
4905.353,0.0037435064769,0.99732014264,-0.005113415951,-0.07288602209
4905.4085,0.0028484517618,0.99734679863,-0.0034975008703,-0.072656844691
4905.4635,-0.0065721329782,0.99758160914,-0.00096511234642,-0.069186767003
4905.519,-0.011903053672,0.99771173023,0.0021388029572,-0.066521020738
4905.5745,-0.013523056182,0.99797231028,0.0042323314923,-0.062052254126
4905.63,-0.010966855294,0.99839310172,0.0056020630854,-0.055313284179
4905.6855,-0.0089659981201,0.99855645146,0.0069125308239,-0.052505628643
4905.7405,-0.012221872277,0.99864758276,0.0084823120608,-0.049816479882
4905.796,-0.015815250472,0.99878356083,0.0094405182494,-0.045740059971
4905.8515,-0.015676204569,0.99885103591,0.0098645540178,-0.044199041296
4905.907,-0.013902977017,0.99908750953,0.009367367519,-0.039282412924
4905.9625,-0.018351629861,0.99929067637,0.0085422726949,-0.031755178803
4906.0175,-0.017500146191,0.99939865007,0.006835325659,-0.029143806269
4906.073,-0.017184809722,0.99941019746,0.0058208068648,-0.029155749655
4906.1285,-0.019646223632,0.99941332091,0.0037140180796,-0.027807300507
4906.184,-0.016447353581,0.99961122847,0.00059280943289,-0.022506111573
4906.2395,-0.010295746105,0.99976943391,-0.00071542894383,-0.018829890928
4906.2945,-0.006789608442,0.99989716935,-0.00064461247211,-0.012614928547
4906.35,-0.0073176896319,0.99989679117,0.00033167200918,-0.01235914345
4906.4055,-0.0071827278275,0.99990122411,0.00027058647028,-0.012077964713
4906.461,-0.0052893846957,0.99997022366,0.0002225467242,-0.0056146831851
4906.5165,-0.0044518919664,0.99998983831,0.00068452177493,0.00018805020019
4906.5715,-0.0038917329028,0.99999033379,0.0013439382743,0.0015429093053
4906.627,-0.00780085676,0.99996529227,0.0020601374533,0.0020776723601
4906.6825,-0.011044188359,0.99993457055,0.0020477114804,0.002165040063
4906.738,-0.0094632105657,0.99994663209,0.0020535118913,0.003600514891
4906.7935,-0.010104997448,0.99994696779,0.0019597944607,-0.00033142747736
4906.8485,-0.0077191463509,0.99992283683,0.0015860232691,-0.0096031085445
4906.904,-0.0057019468116,0.99987166285,0.0022572615135,-0.014800351281
4906.9595,-0.0078679906132,0.99986491756,0.0029446346769,-0.01412694175
4907.015,-0.008939079343,0.99966706233,0.0034752351489,-0.023953707121
4907.0705,-0.0096373452417,0.9993559122,0.0045857541052,-0.034261540993
4907.1255,-0.010749411105,0.9989573084,0.0052450205732,-0.044059458888
4907.181,-0.010322540558,0.99876858907,0.0049877456078,-0.048268758311
4907.2365,-0.0095193722533,0.99857423466,0.0040754356992,-0.052366690193
4907.292,-0.010156986086,0.99870713775,0.002810216487,-0.0497291799
4907.3475,-0.010928698561,0.99864111417,0.002174384569,-0.050909337861
4907.4025,-0.013541527272,0.99853044853,0.0021161425093,-0.052431787559
4907.458,-0.01340902502,0.99850200953,0.0017741513283,-0.053016859673
4907.5135,-0.013467235046,0.99854705344,0.0014035795993,-0.0521578911
4907.569,-0.013571049238,0.99866951747,0.0010770355299,-0.049737928158
4907.6245,-0.014023878578,0.99883352933,0.0013685811394,-0.0461848298
4907.6795,-0.014890912889,0.9988975136,0.0016495775253,-0.044489289983
4907.735,-0.01511326014,0.99881894848,0.0022055305686,-0.046124106004
4907.7905,-0.017757314913,0.99862078675,0.0027050639156,-0.0493344166
4907.846,-0.018172693435,0.99839698794,0.0023517836586,-0.053550693723
4907.9015,-0.018793805714,0.99833408436,0.0015213732747,-0.05453012286
4907.9565,-0.021260744531,0.99809033588,0.00045168548491,-0.057995328586
4908.012,-0.026920515229,0.99743948551,-0.0011333885969,-0.066245558579
4908.0675,-0.031952505916,0.99684243872,-0.0033837311471,-0.0726136358
4908.123,-0.020229603568,0.99735364145,-0.0066121194318,-0.069518032951
4908.1785,-0.00068306144523,0.99758582093,-0.0065810141172,-0.069128529215
4908.2335,-0.0027053709634,0.99726002155,-0.0062994528247,-0.073657635579
4908.289,-0.0083501199832,0.99721782485,-0.0073688321941,-0.07370607584
4908.3445,0.0053457822087,0.99705474137,-0.0054555419129,-0.076311875748
4908.4,0.012272461852,0.99720137286,-0.003924861681,-0.07364376485
4908.4555,0.011247800297,0.9974681483,-0.0012024071699,-0.070209218288
4908.5105,0.0067154389505,0.99763120753,0.003039255373,-0.068393271389
4908.566,0.0031494636984,0.99771669364,0.007277976765,-0.067070941278
4908.6215,0.0043473764361,0.99775533412,0.010657229423,-0.065968303152
4908.677,0.0018954961395,0.99780188346,0.013646525921,-0.064819601876
4908.7325,0.0014358013768,0.99779675497,0.015966904525,-0.064378817961
4908.7875,-0.00028775699552,0.99779282405,0.017944432562,-0.063932736636
4908.843,-0.0012050960086,0.99772320078,0.019383754531,-0.064585078928
